h1,h2,h3
1879,20293,00
1880,18080,00
1881,20001,00
1882,8362,00
1883,8249,00
1884,11865,00
1885,10735,00
1886,5989,00
1887,9944,00
1888,13447,00
1889,11865,00
1890,11413,00
1891,8023,00
1892,11300,00
1893,16385,00
1894,15368,00
1895,14577,00
1896,16385,00
1897,12656,00
1898,14803,00
1899,16498,00
1900,12656,00
1901,17289,00
1902,15594,00
1903,16837,00
1904,16159,00
1905,14351,00
1906,13560,00
1907,18645,00
1908,17628,00
1909,13786,00
1910,8249,00
1911,16046,00
1912,18419,00
1913,15255,00
1914,11865,00
1915,15933,00
1916,17176,00
1917,16046,00
1918,15142,00
1919,16385,00
1920,15029,00
1921,14351,00
1922,14916,00
1923,18984,00
1924,13221,00
1925,13899,00
1926,14125,00
1927,18645,00
1928,17854,00
1929,18645,00
1930,20340,00
1931,15707,00
1932,17176,00
1933,10396,00
1934,18871,00
1935,16272,00
1936,16272,00
1937,16498,00
1938,14803,00
1939,11865,00
1940,16159,00
1941,20227,00
1942,20566,00
1943,12882,00
1944,16611,00
1945,11752,00
1946,10848,00
1947,7119,00
1948,12882,00
1949,10622,00
1950,10622,00
1951,8701,00
1952,5650,00
1953,14238,00
1954,11300,00
1955,15933,00
1956,16159,00
1957,15029,00
1958,15707,00
1959,15142,00
1960,15481,00
1961,13108,00
1962,16950,00
1963,14125,00
1964,11978,00
1965,14916,00
1966,12317,00
1967,17696,00
1968,12769,00
1969,17289,00
1970,16498,00
1971,14803,00
1972,16724,00
1973,10170,00
1974,15933,00
1975,18758,00
1976,14012,00
1977,15142,00
1978,16498,00
1979,10509,00
1980,13108,00
1981,15029,00
1982,11468,00
1983,15029,00
1984,16046,00
1985,21182,00
1986,20001,00
1987,18871,00
1988,21357,00
1989,20566,00
1990,18532,00
1991,11435,00
1992,12882,00
1993,12430,00
1994,7345,00
1995,10848,00
1996,10622,00
1997,12769,00
1998,9040,00
1999,10622,00
2000,12430,00
2001,12204,00
2002,17063,00
2003,17628,00
2004,17388,00
2005,13804,00
2006,14351,00
2007,13221,00
2008,10509,00
2009,16046,00
2010,12543,00
2011,14577,00
2012,18080,00
2013,17515,00
2014,14012,00
2015,15029,00
2016,14916,00
2017,12342,00
2018,16837,00
2019,18984,00
2020,17854,00
2021,16258,00
2022,12769,00
2023,14125,00
2024,15368,00
2025,13786,00
2026,15142,00
2027,18080,00
2028,17402,00
2029,16498,00
2030,16385,00
2031,14464,00
2032,18871,00
2033,19210,00
2034,18758,00
2035,16724,00
2036,14803,00
2037,11752,00
2038,14464,00
2039,18080,00
2040,21809,00
2041,6709,00
2042,10622,00
2043,14351,00
2044,8814,00
2045,11413,00
2046,11300,00
2047,11865,00
2048,12091,00
2049,10396,00
2050,6328,00
2051,9153,00
2052,13560,00
2053,16724,00
2054,15029,00
2055,13447,00
2056,15368,00
2057,17289,00
2058,9492,00
2059,14351,00
2060,15933,00
2061,13899,00
2062,13786,00
2063,17402,00
2064,11187,00
2065,13673,00
2066,17741,00
2067,14351,00
2068,13673,00
2069,10735,00
2070,14238,00
2071,15820,00
2072,15820,00
2073,17402,00
2074,16272,00
2075,12995,00
2076,11752,00
2077,13673,00
2078,12204,00
2079,15029,00
2080,14916,00
2081,16950,00
2082,14690,00
2083,17176,00
2084,15368,00
2085,15820,00
2086,14125,00
2087,15368,00
2088,16837,00
2089,12204,00
2090,16724,00
2091,18080,00
2092,14577,00
2093,16837,00
2094,21131,00
2095,16385,00
2096,13556,00
2097,11203,00
2098,12543,00
2099,9492,00
2100,11187,00
2101,9379,00
2102,9831,00
2103,9718,00
2104,8249,00
2105,8927,00
2106,5537,00
2107,10509,00
2108,5198,00
2109,10848,00
2110,14351,00
2111,13673,00
2112,16611,00
2113,14916,00
2114,15368,00
2115,16611,00
2116,11074,00
2117,16837,00
2118,14351,00
2119,14577,00
2120,11865,00
2121,16046,00
2122,16272,00
2123,13786,00
2124,18871,00
2125,15142,00
2126,16385,00
2127,16950,00
2128,9492,00
2129,15820,00
2130,14690,00
2131,10848,00
2132,15820,00
2133,15029,00
2134,11187,00
2135,10735,00
2136,14916,00
2137,12317,00
2138,20340,00
2139,18645,00
2140,16498,00
2141,16272,00
2142,16272,00
2143,10170,00
2144,16950,00
2145,16724,00
2146,15481,00
2147,15142,00
2148,12882,00
2149,15707,00
2150,15481,00
2151,13899,00
2152,23052,02
2153,10961,00
2154,3164,00
2155,15368,00
2156,3390,00
2157,11752,00
2158,10283,00
2159,6780,00
2160,9153,00
2161,11187,00
2162,6441,00
2163,12882,00
2164,5989,00
2165,10848,00
2166,10057,00
2167,8023,00
2168,16385,00
2169,16046,00
2170,9718,00
2171,13108,00
2172,14464,00
2173,14125,00
2174,15255,00
2175,15820,00
2176,11074,00
2177,13786,00
2178,13899,00
2179,19210,00
2180,19323,00
2181,21018,00
2182,14238,00
2183,12091,00
2184,15142,00
2185,14351,00
2186,13560,00
2187,14690,00
2188,9718,00
2189,14577,00
2190,12995,00
2191,19097,00
2192,18532,00
2193,12204,00
2194,14690,00
2195,13560,00
2196,12543,00
2197,16385,00
2198,7684,00
2199,9266,00
2200,5650,00
2201,9266,00
2202,13221,00
2203,9153,00
2204,5763,00
2205,14916,00
2206,9379,00
2207,10961,00
2208,11639,00
2209,14125,00
2210,17289,00
2211,15255,00
2212,16272,00
2213,15933,00
2214,16849,00
2215,15082,00
2216,15594,00
2217,15368,00
2218,9153,00
2219,15707,00
2220,15481,00
2221,17402,00
2222,16385,00
2223,14577,00
2224,14803,00
2225,18193,00
2226,14238,00
2227,15481,00
2228,9379,00
2229,14916,00
2230,17402,00
2231,14803,00
2232,11978,00
2233,12317,00
2234,16498,00
2235,12430,00
2236,17741,00
2237,10848,00
2238,16046,00
2239,17402,00
2240,15820,00
2241,15586,00
2242,15820,00
2243,17741,00
2244,16724,00
2245,16837,00
2246,10848,00
2247,16159,00
2248,11865,00
2249,19549,00
2250,13350,00
2251,20001,00
2252,17741,00
2253,13560,00
2254,13870,00
2255,20564,00
2256,19549,00
2257,18758,00
2258,17628,00
2259,16724,00
2260,14577,00
2261,17741,00
2262,16724,00
2263,16724,00
2264,16498,00
2265,17515,00
2266,19775,00
2267,19549,00
2268,19632,00
2269,2486,00
2270,8362,00
2271,12091,00
2272,15255,00
2273,11300,00
2274,8362,00
2275,10283,00
2276,9492,00
2277,12543,00
2278,14012,00
2279,16837,00
2280,15255,00
2281,15368,00
2282,14690,00
2283,17854,00
2284,12543,00
2285,16272,00
2286,14464,00
2287,15029,00
2288,12769,00
2289,16159,00
2290,17515,00
2291,12995,00
2292,16611,00
2293,20453,00
2294,15368,00
2295,16046,00
2296,16385,00
2297,14803,00
2298,17741,00
2299,16272,00
2300,16046,00
2301,19323,00
2302,9831,00
2303,11752,00
2304,15820,00
2305,13560,00
2306,15134,00
2307,15707,00
2308,16046,00
2309,18419,00
2310,15933,00
2311,13254,00
2312,18419,00
2313,18645,00
2314,19662,00
2315,13447,00
2316,16272,00
2317,14125,00
2318,16950,00
2319,17402,00
2320,19775,00
2321,17063,00
2322,16837,00
2323,18758,00
2324,17402,00
2325,18984,00
2326,20792,00
2327,18532,00
2328,16272,00
2329,15255,00
2330,14464,00
2331,9354,00
2332,11865,00
2333,9605,00
2334,12543,00
2335,12430,00
2336,5311,00
2337,14577,00
2338,13447,00
2339,12091,00
2340,9492,00
2341,17289,00
2342,14012,00
2343,11865,00
2344,12430,00
2345,8136,00
2346,16159,00
2347,17402,00
2348,14351,00
2349,15481,00
2350,16272,00
2351,14916,00
2352,16046,00
2353,12317,00
2354,15029,00
2355,18758,00
2356,15255,00
2357,12091,00
2358,15707,00
2359,10283,00
2360,10170,00
2361,14125,00
2362,12769,00
2363,17967,00
2364,12204,00
2365,10509,00
2366,14690,00
2367,18871,00
2368,16611,00
2369,15820,00
2370,16159,00
2371,15142,00
2372,19888,00
2373,18419,00
2374,19210,00
2375,18419,00
2376,19775,00
2377,18306,00
2378,19210,00
2379,17063,00
2380,1582,00
2381,5311,00
2382,15029,00
2383,15820,00
2384,8249,00
2385,6102,00
2386,15707,00
2387,17402,00
2388,11639,00
2389,11300,00
2390,12769,00
2391,16724,00
2392,16159,00
2393,16611,00
2394,16611,00
2395,16159,00
2396,10170,00
2397,19210,00
2398,18316,00
2399,13673,00
2400,20227,00
2401,18306,00
2402,19097,00
2403,19549,00
2404,10283,00
2405,18306,00
2406,17515,00
2407,19662,00
2408,20114,00
2409,19662,00
2410,12091,00
2411,18306,00
2412,17176,00
2413,19888,00
2414,18532,00
2415,21131,00
2416,20679,00
2417,19888,00
2418,17854,00
2419,17515,00
2420,21696,00
2421,452,00
2422,12317,00
2423,11074,00
2424,8362,00
2425,4068,00
2426,8023,00
2427,5876,00
2428,13560,00
2429,10057,00
2430,13334,00
2431,14207,00
2432,17063,00
2433,16272,00
2434,13108,00
2435,14125,00
2436,17628,00
2437,17515,00
2438,14464,00
2439,16385,00
2440,10509,00
2441,20114,00
2442,17402,00
2443,13899,00
2444,11300,00
2445,14125,00
2446,12656,00
2447,12204,00
2448,11074,00
2449,10735,00
2450,11978,00
2451,16611,00
2452,13786,00
2453,11074,00
2454,10283,00
2455,16611,00
2456,10848,00
2457,17967,00
2458,19436,00
2459,8927,00
2460,20340,00
2461,21244,00
2462,13673,00
2463,15594,00
2464,15029,00
2465,13221,00
2466,14238,00
2467,12204,00
2468,13673,00
2469,14803,00
2470,10735,00
2471,14916,00
2472,16724,00
2473,10848,00
2474,17515,00
2475,15481,00
2476,12769,00
2477,16046,00
2478,11074,00
2479,17854,00
2480,18645,00
2481,12430,00
2482,15594,00
2483,18193,00
2484,14916,00
2485,18984,00
2486,17176,00
2487,15707,00
2488,19097,00
2489,16724,00
2490,14690,00
2491,17176,00
2492,14916,00
2493,14464,00
2494,17289,00
2495,20001,00
2496,18532,00
2497,20114,00
2498,20905,00
2499,18419,00
2500,17176,00
2501,18419,00
2502,19549,00
2503,19097,00
2504,20566,00
2505,18532,00
2506,19323,00
2507,18080,00
2508,15255,00
2509,18871,00
2510,17628,00
2511,19097,00
2512,18193,00
2513,16272,00
2514,17515,00
2515,16342,00
2516,3729,00
2517,12769,00
2518,13560,00
2519,15594,00
2520,12995,00
2521,10170,00
2522,5537,00
2523,14803,00
2524,17515,00
2525,14916,00
2526,11639,00
2527,10509,00
2528,15142,00
2529,14238,00
2530,12204,00
2531,18645,00
2532,17515,00
2533,21244,00
2534,18984,00
2535,14351,00
2536,19662,00
2537,17515,00
2538,16724,00
2539,19436,00
2540,8814,00
2541,16272,00
2542,18678,00
2543,19210,00
2544,19549,00
2545,10396,00
2546,19436,00
2547,14464,00
2548,16523,00
2549,11187,00
2550,17770,00
2551,18976,00
2552,18193,00
2553,10396,00
2554,15255,00
2555,15481,00
2556,17340,00
2557,21357,00
2558,13108,00
2559,8475,00
2560,12543,00
2561,15142,00
2562,12995,00
2563,4407,00
2564,14464,00
2565,10170,00
2566,14690,00
2567,6554,00
2568,17289,00
2569,9492,00
2570,19549,00
2571,19549,00
2572,17402,00
2573,20792,00
2574,18984,00
2575,19210,00
2576,9266,00
2577,17854,00
2578,20114,00
2579,19888,00
2580,20114,00
2581,20453,00
2582,19097,00
2583,18645,00
2584,18984,00
2585,16272,00
2586,19436,00
2587,14577,00
2588,16385,00
2589,17854,00
2590,19662,00
2591,9831,00
2592,18306,00
2593,18193,00
2594,19549,00
2595,18193,00
2596,12995,00
2597,13899,00
2598,15481,00
2599,16046,00
2600,14238,00
2601,12769,00
2602,15029,00
2603,15933,00
2604,11187,00
2605,19323,00
2606,9944,00
2607,15594,00
2608,19301,00
2609,11752,00
2610,16046,00
2611,15820,00
2612,16870,00
2613,17402,00
2614,13673,00
2615,18758,00
2616,12769,00
2617,16385,00
2618,14238,00
2619,18306,00
2620,8249,00
2621,10961,00
2622,15368,00
2623,13673,00
2624,16046,00
2625,13899,00
2626,15142,00
2627,11187,00
2628,6554,00
2629,10170,00
2630,15933,00
2631,19097,00
2632,11752,00
2633,16175,00
2634,16724,00
2635,19549,00
2636,19888,00
2637,15820,00
2638,8218,00
2639,18984,00
2640,9097,00
2641,20340,00
2642,17515,00
2643,18306,00
2644,19662,00
2645,12319,00
2646,10848,00
2647,20905,00
2648,8927,00
2649,19888,00
2650,20340,00
2651,12995,00
2652,18645,00
2653,19662,00
2654,10622,00
2655,20453,00
2656,18645,00
2657,12656,00
2658,19662,00
2659,17063,00
2660,14238,00
2661,18758,00
2662,13447,00
2663,6780,00
2664,12882,00
2665,15255,00
2666,11639,00
2667,10509,00
2668,14351,00
2669,3955,00
2670,9379,00
2671,12882,00
2672,11639,00
2673,15368,00
2674,11074,00
2675,15933,00
2676,15029,00
2677,15594,00
2678,16498,00
2679,18758,00
2680,18645,00
2681,15029,00
2682,9605,00
2683,17402,00
2684,19888,00
2685,19210,00
2686,14464,00
2687,11300,00
2688,10735,00
2689,15933,00
2690,10848,00
2691,18984,00
2692,15933,00
2693,13673,00
2694,13334,00
2695,17854,00
2696,16837,00
2697,14690,00
2698,15820,00
2699,15707,00
2700,13899,00
2701,21018,00
2702,12656,00
2703,17704,00
2704,19549,00
2705,19323,00
2706,17402,00
2707,16385,00
2708,16837,00
2709,12995,00
2710,13108,00
2711,9379,00
2712,16272,00
2713,16498,00
2714,18080,00
2715,20114,00
2716,12091,00
2717,19323,00
2718,15368,00
2719,14690,00
2720,10396,00
2721,14916,00
2722,10396,00
2723,12656,00
2724,12317,00
2725,13221,00
2726,3051,00
2727,10057,00
2728,6102,00
2729,10283,00
2730,12430,00
2731,18758,00
2732,19775,00
2733,12091,00
2734,17063,00
2735,13028,00
2736,18623,00
2737,21462,00
2738,18984,00
2739,18645,00
2740,17176,00
2741,16344,00
2742,12543,00
2743,19775,00
2744,11752,00
2745,16837,00
2746,19210,00
2747,16586,00
2748,17628,00
2749,19888,00
2750,14464,00
2751,18419,00
2752,15610,00
2753,15368,00
2754,19888,00
2755,12317,00
2756,21244,00
2757,19097,00
2758,14012,00
2759,20227,00
2760,20340,00
2761,20340,00
2762,18871,00
2763,17176,00
2764,19323,00
2765,13334,00
2766,19549,00
2767,20001,00
2768,11865,00
2769,1130,00
2770,14125,00
2771,4972,00
2772,13447,00
2773,12317,00
2774,14577,00
2775,14916,00
2776,5537,00
2777,13447,00
2778,11074,00
2779,9040,00
2780,12769,00
2781,11978,00
2782,20340,00
2783,18419,00
2784,14916,00
2785,13334,00
2786,20227,00
2787,10170,00
2788,20453,00
2789,19662,00
2790,18645,00
2791,18532,00
2792,10848,00
2793,15255,00
2794,17967,00
2795,16498,00
2796,11752,00
2797,15507,00
2798,13447,00
2799,10057,00
2800,14238,00
2801,15707,00
2802,9040,00
2803,15409,00
2804,13899,00
2805,14125,00
2806,18871,00
2807,18645,00
2808,17289,00
2809,17628,00
2810,14238,00
2811,10735,00
2812,13334,00
2813,10735,00
2814,15594,00
2815,19097,00
2816,18306,00
2817,19549,00
2818,19549,00
2819,13221,00
2820,8551,00
2821,12995,00
2822,15255,00
2823,15255,00
2824,11639,00
2825,14238,00
2826,9718,00
2827,12317,00
2828,14012,00
2829,15707,00
2830,12543,00
2831,14125,00
2832,17967,00
2833,19097,00
2834,19097,00
2835,17176,00
2836,17402,00
2837,19436,00
2838,19097,00
2839,18306,00
2840,13560,00
2841,16004,00
2842,17493,00
2843,16159,00
2844,17628,00
2845,9886,00
2846,15255,00
2847,17854,00
2848,17967,00
2849,19323,00
2850,17402,00
2851,19097,00
2852,18871,00
2853,16611,00
2854,18984,00
2855,9492,00
2856,18645,00
2857,14125,00
2858,20227,00
2859,17063,00
2860,22374,00
2861,11639,00
2862,13163,00
2863,13447,00
2864,11074,00
2865,14125,00
2866,5198,00
2867,13334,00
2868,13334,00
2869,1,00
2870,1,00
2871,1,00
2872,1,00
